"","version_season","full_name","age_during_show","race","poc","date_of_birth","date_of_death","occupation","gender","ethnicity","personality_type_binary","episode","days_survived","order","contestant_count","result","city","state","region","NE","South","West","Midwest"
"154","US10","Ashlee Ashby",22,NA,"White",1982-05-02,NA,"Student","Female","White","Introvert",2,6,4,20,"2nd voted out","Easley","South Carolina","South",0,1,0,0
"155","US10","Jeff Wilson",21,NA,"White",1983-02-09,NA,"Personal Trainer","Male","White","Extrovert",3,8,5,20,"3rd voted out","Ventura","California","West",0,0,1,0
"156","US10","Kimberly Mullen",25,NA,"White",1979-03-13,NA,"Graduate Student","Female","White","Introvert",4,11,6,20,"4th voted out","Huber Heights","Ohio","Midwest",0,0,0,1
"157","US10","Willard Smith",56,NA,"White",1947-11-30,NA,"Lawyer","Male","White","Introvert",5,12,7,20,"5th voted out","Bellevue","Washington","West",0,0,1,0
"158","US10","Angie Jakusz",24,NA,"White",1980-03-27,2021-01-08,"Bartender","Female","White","Introvert",5,12,8,20,"6th voted out","New Orleans","Louisiana","South",0,1,0,0
"159","US10","James Miller",33,NA,"White",1971-07-08,NA,"Steelworker","Male","White","Extrovert",6,15,9,20,"7th voted out","Mobile","Alabama","South",0,1,0,0
"160","US10","Ibrehem Rahman",27,"Black","POC",1977-03-04,NA,"Waiter","Male","Black","Introvert",7,18,10,20,"8th voted out","Birmingham","Alabama","South",0,1,0,0
"161","US10","Bobby Jon Drinkard",27,NA,"White",1977-05-10,NA,"Waiter","Male","White","Introvert",8,21,11,20,"Eliminated","Los Angeles","California","West",0,0,1,0
"162","US10","Coby Archa",32,NA,"White",1972-09-08,NA,"Hairstylist","Male","White","Extrovert",9,24,12,20,"9th voted out","Athens","Texas","South",0,1,0,0
"163","US10","Janu Tornell",39,"Cuban American","POC",1965-05-09,NA,"Vegas Showgirl","Female","Cuban American","Introvert",10,27,13,20,"Quit","Las Vegas","Nevada","Midwest",0,0,0,1
"164","US10","Stephenie LaGrossa",24,NA,"White",1979-12-06,NA,"Pharmaceutical Sales Representative","Female","White","Extrovert",11,30,14,20,"10th voted out","Toms River","New Jersey","Northeast",1,0,0,0
"165","US10","Gregg Carey",27,NA,"White",1977-01-09,NA,"Business Consultant","Male","White","Introvert",12,33,15,20,"11th voted out","Chicago","Illinois","Midwest",0,0,0,1
"166","US10","Caryn Groedel",46,"White","White",1958-08-13,NA,"Civil Rights Lawyer","Female","White","Introvert",13,36,16,20,"12th voted out","Solon","Ohio","Midwest",0,0,0,1
"167","US10","Jennifer Lyon",32,NA,"White",1972-02-27,2010-01-19,"Nanny","Female","White","Introvert",14,37,17,20,"13th voted out","Encino","California","West",0,0,1,0
"168","US10","Ian Rosenberger",23,NA,"White",1981-08-24,NA,"Dolphin Trainer","Male","White","Extrovert",14,38,18,20,"14th voted out","Ambridge","Pennsylvania","Northeast",1,0,0,0
"169","US10","Katie Gallagher",29,NA,"White",1975-05-28,NA,"Advertising Executive","Female","White","Extrovert",15,39,19,20,"Runner-up","Merced","California","West",0,0,1,0
"170","US10","Tom Westman",40,NA,"White",1964-01-04,NA,"NYC Firefighter;Motivational Speaker","Male","White","Extrovert",15,39,20,20,"Sole Survivor","Sayville","New York","Northeast",1,0,0,0
"171","US11","Bobby Jon Drinkard",28,NA,"White",1977-05-10,NA,"Waiter","Male","White","Introvert",9,24,10,18,"10th voted out","Los Angeles","California","West",0,0,1,0
"172","US11","Stephenie LaGrossa",25,NA,"White",1979-12-06,NA,"Pharmaceutical Sales Representative","Female","White","Extrovert",15,39,17,18,"Runner-up","Toms River","New Jersey","Northeast",1,0,0,0
"173","US11","Jim Lynch",63,NA,"White",1942-01-07,NA,"Retired Fire Captain","Male","White","Introvert",1,3,1,18,"1st voted out","Northglenn","Colorado","West",0,0,1,0
"174","US11","Morgan McDevitt",21,NA,"White",1983-11-24,NA,"Magician's Assistant","Female","White","Introvert",2,6,2,18,"2nd voted out","Decatur","Illinois","Midwest",0,0,0,1
"175","US11","Brianna Varela",21,NA,"POC",1983-10-29,NA,"Retail Salesperson","Female",NA,"Extrovert",3,8,3,18,"3rd voted out","Edmonds","Washington","West",0,0,1,0
"176","US11","Brooke Struck",25,NA,"White",1979-07-30,NA,"Law Student","Female","White","Introvert",4,11,4,18,"4th voted out","Hood River","Oregon","West",0,0,1,0
"177","US11","Blake Towsley",24,NA,"White",1981-05-05,NA,"Real Estate Broker","Male","White","Extrovert",5,14,5,18,"5th voted out","Dallas","Texas","South",0,1,0,0
"178","US11","Margaret Bobonich",43,NA,"White",1962-06-05,NA,"Nurse Practitioner","Female","White","Extrovert",6,15,6,18,"6th voted out","Chardon","Ohio","Midwest",0,0,0,1
"179","US11","Brian Corridan",22,NA,"White",1983-02-10,NA,"Ivy League Student","Male","White","Extrovert",6,15,7,18,"7th voted out","New York City","New York","Northeast",1,0,0,0
"180","US11","Amy O'Hara",39,NA,"White",1965-11-02,NA,"Police Sergeant","Female","White","Extrovert",7,18,8,18,"8th voted out","Revere","Massachusetts","Northeast",1,0,0,0
"181","US11","Brandon Bellinger",22,NA,"White",1983-01-22,NA,"Farmer","Male","White","Introvert",8,21,9,18,"9th voted out","Manhattan","Kansas","Midwest",0,0,0,1
"182","US11","Jamie Newton",24,NA,"White",1981-01-26,NA,"Water Skiing Instructor","Male","White","Introvert",10,27,11,18,"11th voted out","North Hollywood","California","West",0,0,1,0
"183","US11","Gary Hogeboom",46,NA,"White",1958-08-21,NA,"Ex-NFL Quarterback","Male","White","Introvert",11,30,12,18,"12th voted out","Grand Haven","Michigan","Midwest",0,0,0,1
"184","US11","Judd Sergeant",34,NA,"White",1970-09-13,NA,"Hotel Doorman","Male","White","Extrovert",12,33,13,18,"13th voted out","Ridgefield","New Jersey","Northeast",1,0,0,0
"185","US11","Cindy Hall",31,NA,"White",1974-06-28,NA,"Zookeeper","Female","White","Introvert",13,36,14,18,"14th voted out","Naples","Florida","South",0,1,0,0
"186","US11","Lydia Morales",42,"Puerto Rican American","POC",1963-01-19,NA,"Fishmonger","Female","Puerto Rican American","Introvert",14,37,15,18,"15th voted out","Lakewood","Washington","West",0,0,1,0
"187","US11","Rafe Judkins",22,NA,"White",1983-01-08,NA,"Wilderness Guide","Male","White","Introvert",14,38,16,18,"16th voted out","Pittsburgh","Pennsylvania","Northeast",1,0,0,0
"188","US11","Danni Boatwright",29,NA,"White",1975-07-13,NA,"Sports Radio Host;Owner of Sideline Chic","Female","White","Extrovert",15,39,18,18,"Sole Survivor","Tonganoxie","Kansas","Midwest",0,0,0,1
"189","US12","Tina Scheer",44,NA,"White",1960-11-17,NA,"Lumberjill","Female","White","Extrovert",1,3,1,16,"1st voted out","Hayward","Wisconsin","Midwest",0,0,0,1
"190","US12","Melinda Hyder",32,NA,"White",1973-05-23,NA,"Singer/Entertainer","Female","White","Extrovert",2,6,2,16,"2nd voted out","Sevierville","Tennessee","South",0,1,0,0
"191","US12","Misty Giles",24,NA,"White",1981-02-25,NA,"Missile Engineer","Female","White","Introvert",3,8,3,16,"3rd voted out","Dallas","Texas","South",0,1,0,0
"192","US12","Ruth Marie Milliman",48,NA,"White",1957-04-11,NA,"Real Estate","Female","White","Introvert",4,11,4,16,"4th voted out","Greenville","South Carolina","South",0,1,0,0
"193","US12","Bobby Mason",32,"Black","POC",1973-08-20,NA,"Attorney","Male","Black","Introvert",5,14,5,16,"5th voted out","Los Angeles","California","West",0,0,1,0
"194","US12","Dan Barry",51,NA,"White",1953-12-30,NA,"Astronaut","Male","White","Introvert",6,15,6,16,"6th voted out","South Hadley","Massachusetts","Northeast",1,0,0,0
"195","US12","Nick Stanbury",25,NA,"White",1980-07-21,NA,"Financial Sales","Male","White","Introvert",8,18,7,16,"7th voted out","Tempe","Arizona","West",0,0,1,0
"196","US12","Austin Carty",24,NA,"White",1981-04-29,NA,"Writer","Male","White","Introvert",9,21,8,16,"8th voted out","High Point","North Carolina","South",0,1,0,0
"197","US12","Sally Schumann",27,NA,"White",1978-12-10,NA,"Social Worker","Female","White","Introvert",10,24,9,16,"9th voted out","Chicago","Illinois","Midwest",0,0,0,1
"198","US12","Bruce Kanegai",57,"Asian","POC",1947-12-17,NA,"Art Teacher","Male","Asian","Introvert",11,25,10,16,"Medically evacuated","Simi Valley","California","West",0,0,1,0
"199","US12","Courtney Marit",31,NA,"White",1974-05-24,NA,"Fire Dancer","Female","White","Extrovert",12,30,11,16,"10th voted out","Los Angeles","California","West",0,0,1,0
"200","US12","Shane Powers",34,NA,"White",1970-11-28,NA,"Marketing Executive","Male","White","Extrovert",13,33,12,16,"11th voted out","Los Angeles","California","West",0,0,1,0
"201","US12","Cirie Fields",35,"Black","POC",1970-07-18,NA,"Nurse","Female","Black","Extrovert",14,36,13,16,"12th voted out","Walterboro","South Carolina","South",0,1,0,0
"202","US12","Terry Deitz",46,NA,"White",1959-10-10,NA,"Pilot","Male","White","Extrovert",15,38,14,16,"13th voted out","Simsbury","Connecticut","Northeast",1,0,0,0
"203","US12","Danielle DiLorenzo",24,NA,"White",1981-06-03,NA,"Medical Sales Rep.","Female","White","Extrovert",16,39,15,16,"Runner-up","Pompano Beach","Florida","South",0,1,0,0
"204","US12","Aras Baskauskas",24,NA,"White",1981-09-26,NA,"Yoga Instructor;Musician","Male","White","Introvert",16,39,16,16,"Sole Survivor","Santa Monica","California","West",0,0,1,0
"205","US13","Sekou Bunch",45,"Black","POC",1960-09-09,NA,"Jazz Musician","Male","Black","Extrovert",1,3,1,20,"1st voted out","Los Angeles","California","West",0,0,1,0
"206","US13","Virgilio Garcia",36,NA,"POC",1970-04-22,NA,"Heavy Metal Musician","Male",NA,"Introvert",2,6,2,20,"2nd voted out","New York City","New York","Northeast",1,0,0,0
"207","US13","Cecilia Mansilla",29,"Peruvian American","POC",1977-01-13,NA,"Risk Consultant","Female","Peruvian American","Introvert",3,8,3,20,"3rd voted out","Oakland","California","West",0,0,1,0
"208","US13","John Calderon",30,NA,"POC",1975-09-05,NA,"Volleyball Pro","Male",NA,"Extrovert",4,11,4,20,"4th voted out","Long Beach","California","West",0,0,1,0
"209","US13","Stephannie Favor",35,"Black","POC",1970-07-12,NA,"Nursing Student","Female","Black","Introvert",5,14,5,20,"5th voted out","Columbia","South Carolina","South",0,1,0,0
"210","US13","Anh-Tuan Bui",42,"Asian","POC",1964-04-10,NA,"Nail Salon Manager","Male","Asian","Extrovert",6,15,6,20,"6th voted out","Christiansburg","Virginia","South",0,1,0,0
"211","US13","Cristina Coria",35,NA,"POC",1971-04-18,NA,"Police Officer","Female",NA,"Introvert",6,15,7,20,"7th voted out","Santa Monica","California","West",0,0,1,0
"212","US13","Jessica Smith",27,"White","White",1979-01-22,NA,"Roller Girl","Female","White","Extrovert",8,18,8,20,"8th voted out","Chico","California","West",0,0,1,0
"213","US13","Brad Virata",29,"Asian","POC",1976-11-23,NA,"Fashion Director","Male","Asian","Introvert",9,21,9,20,"9th voted out","Santa Monica","California","West",0,0,1,0
"214","US13","Rebecca Borman",34,"Black","POC",1971-08-31,NA,"Make-Up Artist","Female","Black","Introvert",10,24,10,20,"10th voted out","Laurelton","New York","Northeast",1,0,0,0
"215","US13","Jenny Guzon-Bae",36,"Asian","POC",1970-05-08,NA,"Real Estate Agent","Female","Asian","Introvert",10,24,11,20,"11th voted out","Lake Forest","Illinois","Midwest",0,0,0,1
"216","US13","Nathan Gonzalez",26,"Black","POC",1980-07-26,NA,"Shoe Salesman","Male","Black","Extrovert",11,27,12,20,"12th voted out","Playa del Rey","California","West",0,0,1,0
"217","US13","Jonathan Penner",44,"White","White",1962-03-05,NA,"Writer","Male","White","Extrovert",13,33,14,20,"14th voted out","Los Angeles","California","West",0,0,1,0
"218","US13","Parvati Shallow",23,"White","White",1982-09-21,NA,"Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker","Female","White","Extrovert",14,36,15,20,"15th voted out","West Hollywood","California","West",0,0,1,0
"219","US13","Adam Gentry",28,"White","White",1978-08-21,NA,"Copier Sales","Male","White","Extrovert",15,37,16,20,"16th voted out","San Diego","California","West",0,0,1,0
"220","US13","Sundra Oakley",31,"Black","POC",1975-01-02,NA,"Actress","Female","Black","Introvert",15,38,17,20,"17th voted out","Los Angeles","California","West",0,0,1,0
"221","US13","Rebekah Lee",28,"Asian","POC",1977-09-11,NA,"Attorney","Female","Asian","Introvert",16,39,18,20,"2nd Runner-up","Washington","D.C.","Midwest",0,0,0,1
"222","US13","Oscar Lusth",24,"Mexican American","POC",1981-08-23,NA,"Waiter;Photographer","Male","Mexican American","Introvert",16,39,19,20,"Runner-up","Venice","California","West",0,0,1,0
"223","US13","Yul Kwon",31,"Asian","POC",1975-02-14,NA,"Management Consultant;Product Management","Male","Asian","Introvert",16,39,20,20,"Sole Survivor","San Mateo","California","West",0,0,1,0
"224","US13","Candice Woodcock",23,NA,NA,NA,NA,NA,NA,NA,NA,12,30,13,20,"13th voted out","Washington","D.C.","Midwest",0,0,0,1
"225","US14","Jessica deBen",27,NA,"White",1979-04-25,NA,"Fashion Stylist","Female","White","Introvert",1,3,1,19,"1st voted out","Los Angeles","California","West",0,0,1,0
"226","US14","Erica Durousseau",27,"Black","POC",1979-12-11,NA,"Non-Profit Fundraiser","Female","Black","Extrovert",2,6,2,19,"2nd voted out","Baton Rouge","Louisiana","South",0,1,0,0
"227","US14","Sylvia Kwan",52,"Asian","POC",1954-08-18,NA,"Architect","Female","Asian","Introvert",3,8,3,19,"3rd voted out","Ross","California","West",0,0,1,0
"228","US14","Gary Stritesky",55,NA,"White",1951-09-16,NA,"School Bus Driver","Male","White","Introvert",4,10,4,19,"Quit","Ramsey","Minnesota","Midwest",0,0,0,1
"229","US14","Liliana Gomez",25,"Mexican American","POC",1981-04-05,NA,"Loan Officer","Female","Mexican American","Introvert",4,11,5,19,"4th voted out","Los Angeles","California","West",0,0,1,0
"230","US14","Rita Verreos",38,"Venezuelan American","POC",1968-07-19,NA,"Single Mom","Female","Venezuelan American","Introvert",5,14,6,19,"5th voted out","San Antonio","Texas","South",0,1,0,0
"231","US14","Anthony Robinson",32,"Black","POC",1974-06-25,NA,"Expert Witness Locator","Male","Black","Introvert",6,16,7,19,"6th voted out","Compton","California","West",0,0,1,0
"232","US14","James Reid",28,NA,"White",1978-09-11,NA,"Bartender","Male","White","Extrovert",7,19,8,19,"7th voted out","Los Angeles","California","West",0,0,1,0
"233","US14","Lisette Linares",36,"Cuban American","POC",1970-06-09,NA,"Customer Service Rep.","Female","Cuban American","Extrovert",8,21,9,19,"8th voted out","Los Angeles","California","West",0,0,1,0
"234","US14","Michelle Yi",23,"Asian","POC",1983-12-02,NA,"Student","Female","Asian","Extrovert",9,24,10,19,"9th voted out","Cincinnati","Ohio","Midwest",0,0,0,1
"235","US14","Edgardo Rivera",28,"Puerto Rican American","POC",1978-10-05,NA,"Ad Executive","Male","Puerto Rican American","Extrovert",10,27,11,19,"10th voted out","Miami Beach","Florida","South",0,1,0,0
"236","US14","Mookie Lee",25,"Asian","POC",1981-11-10,NA,"Business Consultant","Male","Asian","Extrovert",11,30,12,19,"11th voted out","Chicago","Illinois","Midwest",0,0,0,1
"237","US14","Alex Angarita",28,"Colombian American","POC",1978-04-20,NA,"Attorney","Male","Colombian American","Extrovert",12,33,13,19,"12th voted out","Los Angeles","California","West",0,0,1,0
"238","US14","Stacy Kimball",27,"Asian","POC",1979-10-01,NA,"Web Producer","Female","Asian","Introvert",13,36,14,19,"13th voted out","Boulder","Colorado","West",0,0,1,0
"239","US14","Kenward Bernis",34,NA,"White",1972-06-21,NA,"Construction Worker","Male","White","Introvert",14,37,15,19,"14th voted out","Lafayette","Louisiana","South",0,1,0,0
"240","US14","Yau-Man Chan",54,"Asian","POC",1952-08-26,NA,"Computer Engineer","Male","Asian","Introvert",14,38,16,19,"15th voted out","Martinez","California","West",0,0,1,0
"241","US14","Andria Herd",25,"Black","POC",1981-12-15,NA,"Cheerleading Coach","Male","Black","Extrovert",15,39,17,19,"Co-runner-up","Wilmington","North Carolina","South",0,1,0,0
"242","US14","Cassandra Franklin",42,"Black","POC",1964-04-19,NA,"College Administrator","Female","Black","Introvert",15,39,18,19,"Co-runner-up","Los Angeles","California","West",0,0,1,0
"243","US14","Earl Cole",35,"Black","POC",1971-04-09,NA,"Ad Executive","Male","Black","Introvert",15,39,19,19,"Sole Survivor","Santa Monica","California","West",0,0,1,0
"244","US15","Steve Morris",47,NA,"White",1959-09-02,NA,"Chicken Farmer","Male","White","Introvert",1,3,1,16,"1st voted out","Marion","Virginia","South",0,1,0,0
"245","US15","Ashley Massaro",28,NA,"White",1979-05-26,2019-05-16,"Professional Wrestler","Female","White","Extrovert",2,6,2,16,"2nd voted out","East Northport","New York","Northeast",1,0,0,0
"246","US15","Leslie Nease",38,NA,"White",1969-03-25,NA,"Christian Radio Host","Female","White","Extrovert",3,9,3,16,"3rd voted out","Tega Cay","South Carolina","South",0,1,0,0
"247","US15","Dave Cruser",37,NA,"White",1969-10-26,NA,"Former Model","Male","White","Extrovert",4,12,4,16,"4th voted out","Simi Valley","California","West",0,0,1,0
"248","US15","Aaron Reisberger",32,NA,"White",1975-04-25,NA,"Surfing Instructor","Male","White","Introvert",5,15,5,16,"5th voted out","Venice","California","West",0,0,1,0
"249","US15","Sherea Lloyd",26,"Black","POC",1981-07-31,NA,"Elementary Teacher","Female","Black","Extrovert",6,18,6,16,"6th voted out","Atlanta","Georgia","South",0,1,0,0
"250","US15","Jaime Dugan",22,NA,"White",1985-06-30,NA,"Student","Female","White","Extrovert",7,21,7,16,"7th voted out","Columbia","South Carolina","South",0,1,0,0
"251","US15","Jean-Robert Bellande",36,NA,"White",1970-09-17,NA,"Poker Player","Male","White","Introvert",8,24,8,16,"8th voted out","Las Vegas","Nevada","Midwest",0,0,0,1
"252","US15","Michael Zernow",20,"Asian","POC",1987-02-15,NA,"Student/Athlete","Male","Asian","Extrovert",9,27,9,16,"9th voted out","Chicago","Illinois","Midwest",0,0,0,1
"253","US15","James Clement",30,"Black","POC",1977-03-09,NA,"Gravedigger","Male","Black","Introvert",11,30,10,16,"10th voted out","Lafayette","Louisiana","South",0,1,0,0
"254","US15","Erik Huffman",26,NA,"White",1981-01-31,NA,"Musician","Male","White","Introvert",12,33,11,16,"11th voted out","Nashville","Tennessee","South",0,1,0,0
"255","US15","Peih-Gee Law",29,"Asian","POC",1978-04-07,NA,"Jeweler","Female","Asian","Extrovert",13,36,12,16,"12th voted out","Marina del Rey","California","West",0,0,1,0
"256","US15","Denise Martin",40,NA,"White",1967-05-05,NA,"School Lunch Lady","Female","White","Introvert",14,38,13,16,"13th voted out","Douglas","Massachusetts","Northeast",1,0,0,0
"257","US15","Amanda Kimmel",22,NA,"White",1984-08-03,NA,"Hiking Guide;Aspiring Designer","Female","White","Introvert",15,39,14,16,"2nd runner-up","Los Angeles","California","West",0,0,1,0
"258","US15","Courtney Yates",26,NA,"White",1981-03-26,NA,"Waitress","Female","White","Extrovert",15,39,15,16,"Runner-up","New York City","New York","Northeast",1,0,0,0
"259","US15","Todd Herzog",22,NA,"White",1985-01-29,NA,"Flight Attendant","Male","White","Extrovert",15,39,16,16,"Sole Survivor","Pleasant Grove","Utah","West",0,0,1,0
"260","US16","Jon Dalton",33,NA,"White",1974-03-11,NA,"Art Consultant","Male","White","Extrovert",1,3,1,20,"1st voted out","Los Angeles","California","West",0,0,1,0
"261","US16","Ami Cusack",34,NA,"White",1973-01-25,NA,"Coffee Barista;Nanny","Female","White","Extrovert",8,21,10,20,"8th voted out","Golden","Colorado","West",0,0,1,0
"262","US16","Eliza Orlins",25,"White","White",1982-12-25,NA,"Pre-Law Student;Law School Student","Female","White","Extrovert",9,24,11,20,"9th voted out","Manhattan","New York","Northeast",1,0,0,0
"263","US16","Cirie Fields",37,"Black","POC",1970-07-18,NA,"Nurse","Female","Black","Extrovert",14,38,18,20,"15th voted out","Norwalk","Connecticut","Northeast",1,0,0,0
"264","US16","Jonathan Penner",45,"White","White",1962-03-05,NA,"Writer","Male","White","Extrovert",6,15,6,20,"Medically evacuated","Los Angeles","California","West",0,0,1,0
"265","US16","Parvati Shallow",25,"White","White",1982-09-21,NA,"Boxer;Charity Organizer;Yoga Teacher/Life Coach/Speaker","Female","White","Extrovert",15,39,20,20,"Sole Survivor","Los Angeles","California","West",0,0,1,0
"266","US16","Oscar Lusth",26,"Mexican American","POC",1981-08-23,NA,"Waiter;Photographer","Male","Mexican American","Introvert",10,27,12,20,"10th voted out","Venice","California","West",0,0,1,0
"267","US16","Yau-Man Chan",55,"Asian","POC",1952-08-26,NA,"Computer Engineer","Male","Asian","Introvert",3,8,3,20,"3rd voted out","Martinez","California","West",0,0,1,0
"268","US16","James Clement",30,"Black","POC",1977-03-09,NA,"Gravedigger","Male","Black","Introvert",12,31,14,20,"Medically evacuated","Lafayette","Louisiana","South",0,1,0,0
"269","US16","Amanda Kimmel",23,NA,"White",1984-08-03,NA,"Hiking Guide;Aspiring Designer","Female","White","Introvert",15,39,19,20,"Runner-up","Los Angeles","California","West",0,0,1,0
"270","US16","Mary Sartain",29,NA,"White",1978-11-11,NA,"Real Estate Manager","Female","White","Introvert",2,6,2,20,"2nd voted out","Emeryville","California","West",0,0,1,0
"271","US16","Michael Bortone",34,NA,"White",1973-12-29,NA,"Aspiring Writer","Male","White","Extrovert",4,11,4,20,"4th voted out","Los Angeles","California","West",0,0,1,0
"272","US16","Joel Anderson",32,NA,"White",1975-06-01,NA,"Firefighter","Male","White","Extrovert",5,14,5,20,"5th voted out","Avondale","Arizona","West",0,0,1,0
"273","US16","Chet Welch",48,NA,"White",1959-10-22,NA,"Pageant Coach","Male","White","Introvert",6,17,7,20,"6th voted out","Ford City","Pennsylvania","Northeast",1,0,0,0
"274","US16","Kathleen Sleckman",45,NA,"White",1962-08-14,NA,"Golf Course Vendor","Female","White","Extrovert",7,19,8,20,"Quit","Glen Ellyn","Illinois","Midwest",0,0,0,1
"275","US16","Tracy Hughes-Wolf",43,NA,"White",1964-07-09,NA,"Residential Builder","Female","White","Extrovert",7,20,9,20,"7th voted out","Fredericksburg","Virginia","South",0,1,0,0
"276","US16","Jason Siska",22,NA,"White",1985-03-04,NA,"Gymnastics Coach","Male","White","Extrovert",11,30,13,20,"11th voted out","Fox River Grove","Illinois","Midwest",0,0,0,1
"277","US16","Alexis Jones",24,NA,"White",1983-07-06,NA,"Motivational Speaker","Female","White","Extrovert",12,33,15,20,"12th voted out","Beverly Hills","California","West",0,0,1,0
"278","US16","Erik Reichenbach",22,NA,"White",1985-11-27,NA,"Ice Cream Scooper;Comic Book Artist","Male","White","Introvert",13,36,16,20,"13th voted out","Ypsilanti","Michigan","Midwest",0,0,0,1
"279","US16","Natalie Bolton",32,"Asian","POC",1975-12-31,NA,"Personal Trainer","Female","Asian","Introvert",14,37,17,20,"14th voted out","West Hollywood","California","West",0,0,1,0
"280","US17","Michelle Chase",24,NA,"White",1984-03-07,NA,"Music Producer","Female","White","Introvert",1,3,1,18,"1st voted out","Los Angeles","California","West",0,0,1,0
"281","US17","Gillian Larson",61,NA,"White",1947-02-24,NA,"Retired Nurse","Female","White","Extrovert",1,6,2,18,"2nd voted out","Temecula","California","West",0,0,1,0
"282","US17","Paloma Soto-Castillo",23,"Chilean American","POC",1984-08-24,NA,"Student","Female","Chilean American","Extrovert",2,9,3,18,"3rd voted out","Downey","California","West",0,0,1,0
"283","US17","Jacquie Berg",25,NA,"White",1982-09-10,NA,"Medical Sales","Female","White","Extrovert",3,12,4,18,"4th voted out","Santa Barbara","California","West",0,0,1,0
"284","US17","Danny Brown",25,"Black","POC",1982-07-13,NA,"Maintenance Man","Male","Black","Introvert",4,15,5,18,"5th voted out","Portland","Oregon","West",0,0,1,0
"285","US17","Kelly Czarnecki",22,NA,"White",1986-04-04,NA,"Retail Sales","Female","White","Introvert",5,18,6,18,"6th voted out","Buffalo Grove","Illinois","Midwest",0,0,0,1
"286","US17","Ace Gordon",27,NA,"White",1980-09-03,NA,"Jewelry Sales and Photographer","Male","White","Introvert",6,21,7,18,"7th voted out","Naples","Florida","South",0,1,0,0
"287","US17","Dan Kay",32,NA,"White",1976-06-30,2016-12-31,"Lawyer","Male","White","Introvert",6,21,8,18,"8th voted out","Boston","Massachusetts","Northeast",1,0,0,0
"288","US17","Marcus Lehman",28,NA,"POC",1979-10-03,NA,"Doctor","Male",NA,"Extrovert",7,24,9,18,"9th voted out","Atlanta","Georgia","South",0,1,0,0
"289","US17","Charlie Herschel",29,"White","White",1979-05-12,NA,"Lawyer","Male","White","Extrovert",8,27,10,18,"10th voted out","New York City","New York","Northeast",1,0,0,0
"290","US17","Randy Bailey",49,NA,"White",1959-03-31,NA,"Wedding Videographer","Male","White","Introvert",9,30,11,18,"11th voted out","Eagle Rock","Missouri","Midwest",0,0,0,1
"291","US17","Corinne Kaplan",29,"White","White",1979-01-17,NA,"Pharmaceutical Sales;Clinical Consultant","Female","White","Extrovert",11,33,12,18,"12th voted out","Los Angeles","California","West",0,0,1,0
"292","US17","Crystal Cox",29,"Black","POC",1979-03-28,NA,"Former Olympic Athlete","Female","Black","Extrovert",12,36,13,18,"13th voted out","Durham","North Carolina","South",0,1,0,0
"293","US17","Ken Hoang",22,"Asian","POC",1985-10-10,NA,"Professional Gamer","Male","Asian","Introvert",13,37,14,18,"14th voted out","Westminster","California","West",0,0,1,0
"294","US17","Matty Whitmore",29,NA,"White",1978-12-18,NA,"Personal Trainer","Male","White","Extrovert",13,38,15,18,"15th voted out","Pacific Palisades","California","West",0,0,1,0
"295","US17","Jessica Kiper",29,NA,"White",1979-02-22,NA,"Pin-Up Model","Female","White","Extrovert",14,39,16,18,"2nd runner-up","Brooklyn","New York","Northeast",1,0,0,0
"296","US17","Susie Smith",47,NA,"POC",1960-10-24,NA,"Hairdresser","Female",NA,"Introvert",14,39,17,18,"Runner-up","Charles City","Iowa","Midwest",0,0,0,1
"297","US17","Robert Crowley",57,NA,"White",1951-02-25,NA,"Physics Teacher","Male","White","Introvert",14,39,18,18,"Sole Survivor","South Portland","Maine","Northeast",1,0,0,0
"298","US18","Carolina Eastwood",26,"Panamanian American","POC",1981-10-27,NA,"Bartender","Female","Panamanian American","Extrovert",1,3,1,16,"1st voted out","West Hollywood","California","West",0,0,1,0
"299","US18","Candace Smith",31,"Black","POC",1977-02-01,NA,"Attorney","Female","Black","Introvert",2,6,2,16,"2nd voted out","Los Angeles","California","West",0,0,1,0
"300","US18","Jerry Sims",49,"Black","POC",1959-05-18,NA,"Sgt - U.S. Army","Male","Black","Introvert",3,9,3,16,"3rd voted out","Rock Hill","South Carolina","South",0,1,0,0
"301","US18","Sandy Burgin",53,NA,"White",1955-07-01,NA,"Bus Driver","Female","White","Extrovert",4,12,4,16,"4th voted out","Louisville","Kentucky","South",0,1,0,0
"302","US18","Spencer Duhm",19,NA,"White",1989-12-20,NA,"Student","Male","White","Introvert",5,15,5,16,"5th voted out","Gainesville","Florida","South",0,1,0,0
"303","US18","Sydney Wheeler",24,NA,"White",1984-05-11,NA,"Model","Female","White","Introvert",7,18,6,16,"6th voted out","San Diego","California","West",0,0,1,0
"304","US18","Joe Dowdle",26,NA,"White",1982-06-29,NA,"Real Estate Sales","Male","White","Introvert",8,20,7,16,"Medically evacuated","Austin","Texas","South",0,1,0,0
"305","US18","Brendan Synnott",30,NA,"White",1978-09-28,NA,"Entrepreneur","Male","White","Extrovert",9,24,8,16,"7th voted out","Vail","Colorado","West",0,0,1,0
"306","US18","Tyson Apostol",29,NA,"White",1979-06-17,NA,"Former Professional Cyclist/Missionary;Shop Manager","Male","White","Extrovert",10,27,9,16,"8th voted out","Heber City","Utah","West",0,0,1,0
